"Country Name","Income Level","Region","Year","CO2 emissions (metric tons per capita)","Agriculture, forestry, and fishing, value added (% of GDP)","Energy intensity level of primary energy","Land Surface Temperature","Nitrous oxide emissions","Methane emissions","Population ages 65 and above (% of total population)","Unemployment, total (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Government expenditure on education, total","Control of Corruption: Estimate","Government Effectiveness: Estimate","GDP growth (annual %)","Regulatory Quality: Estimate","Rule of Law: Estimate","Voice and Accountability: Estimate","Political Stability and Absence of Violence/Terrorism","School enrollment, primary and secondary, gender parity index","ESG_Score","ESG_Rank"
Ukraine,Lower Middle Income,Europe & Central Asia,2020,4.161114426,9.310151098,4.845896739,17.4367696,0.485930447,1.607468924,17.19005768,9.131999969,8.1,71.18512195,1.217,13.08637047,-0.811724842,-0.382993966,-3.7528041,-0.252103299,-0.690148473,0.091257513,-1.137996554,0.992589428,67.533390278,52
North Korea,Low Income,East Asia & Pacific,2020,4.161114426,10.77149544,4.845896739,12.9365393,0.485930447,1.607468924,11.1009497,2.921000004,16.5,73.274,1.818,14.25794627,-1.685602784,-1.467012644,1.660675535,-2.351886988,-1.600419402,-2.156801701,-0.414512873,0.992589428,66.79726361899999,53
Thailand,Upper Middle Income,East Asia & Pacific,2020,4.161114426,8.697681656,4.845896739,31.8124094,0.485930447,1.607468924,13.85036651,1.100000024,8.7,79.274,1.341,15.43195915,-0.461679399,0.233210638,-6.19548916,0.076616809,0.124885403,-0.810198784,-0.575292408,0.995733321,66.27976725400002,54
Uzbekistan,Lower Middle Income,Europe & Central Asia,2020,4.161114426,25.12143997,4.845896739,28.6260761,0.485930447,1.607468924,4.867529812,7.040999889,13.9,70.331,2.9,20.53565025,-1.050369263,-0.530203223,1.886245259,-0.977474451,-1.077237129,-1.532506585,-0.429463804,0.992630005,64.26154779400001,55
Greece,High Income,Europe & Central Asia,2020,4.161114426,4.238361653,4.845896739,22.1860033,0.485930447,1.607468924,22.18141685,16.29999924,4.1,81.08780488,1.34,7.460000038,0.055794135,0.437608153,-9.004043642,0.550261974,0.315227628,0.966737986,0.13121371,0.980000019,64.06576378599999,56
Spain,High Income,Europe & Central Asia,2020,4.161114426,2.871137373,4.845896739,22.8744121,0.485930447,1.607468924,19.67250859,15.52999973,3.2,82.33414634,1.23,8.890000343,0.737676799,0.887231767,-11.32543832,0.768865943,0.894206524,1.007955313,0.437478542,1.020699978,63.95344030400001,57
North Macedonia,Upper Middle Income,Europe & Central Asia,2020,4.161114426,8.569042578,4.845896739,18.8126364,0.485930447,1.607468924,14.58555525,17.20000076,5.9,75.69317073,1.3,14.25794627,-0.471355915,0.063724369,-6.110886711,0.448257148,-0.082664944,0.057720866,0.108251318,0.991859972,63.48936671300001,58
Kazakhstan,Upper Middle Income,Europe & Central Asia,2020,4.161114426,5.391282693,4.845896739,17.1243575,0.485930447,1.607468924,7.844053633,4.889999866,10.0,71.37,3.13,18.59687424,-0.355603904,0.137930825,-2.5,0.120286413,-0.443739504,-1.183572769,-0.256105691,0.999840021,63.168271532999995,59
Bhutan,Lower Middle Income,South Asia,2020,4.161114426,19.15168986,4.845896739,13.1257408,0.485930447,1.607468924,6.032056709,3.648999929,27.6,71.609,1.433,17.70849419,1.662710428,0.445312023,-10.00969926,-0.285183251,0.609661877,0.153539494,1.023679614,0.992589428,61.877493324999996,60
Montenegro,Upper Middle Income,Europe & Central Asia,2020,4.161114426,7.554892152,4.845896739,15.5632202,0.485930447,1.607468924,15.96612338,17.89999962,2.4,75.93170732,1.75,14.25794627,-0.01882487,-0.07089214,-15.30689376,0.437879831,-0.01262544,0.043372232,-0.059554223,1.011890054,60.71318392800001,61
Malaysia,Upper Middle Income,East Asia & Pacific,2020,4.161114426,8.16854725,4.845896739,28.0623781,0.485930447,1.607468924,7.011719852,4.504000187,8.6,75.938,1.818,15.44262028,0.253653616,1.059082031,-5.534456218,0.67840308,0.594114602,-0.149830982,0.113924153,1.039510012,60.222292331000006,62
Costa Rica,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,4.414272676,4.845896739,28.0632533,0.485930447,1.607468924,10.21832463,17.40999985,7.9,79.277,1.555,21.53948021,0.687667131,0.227197662,-4.050908171,0.492545217,0.522085786,1.124572635,0.770961821,1.051570058,59.937899447,63
Sri Lanka,Lower Middle Income,South Asia,2020,4.161114426,8.148196822,4.845896739,30.6875471,0.485930447,1.607468924,10.8029791,5.877999783,6.9,76.393,2.0,14.25794627,-0.308005214,-0.046926882,-3.472296819,-0.210725412,0.00735091,-0.050366238,-0.084873721,0.992589428,59.554704302999994,64
San Marino,High Income,Europe & Central Asia,2020,4.161114426,0.014100917,4.845896739,20.4055556,0.485930447,1.607468924,19.69888552,7.684058763,1.8,71.94023987,2.71318913,5.789350033,-0.07192454,-0.071405694,-6.647910818,-0.074645987,-0.074012627,1.124210835,0.892201483,0.97161001,59.479278451,65
Cuba,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,2.761942023,4.845896739,29.9371417,0.485930447,1.607468924,15.55180485,2.624000072,5.1,77.567,1.5,16.66110039,-0.130971029,-0.173482493,-10.94834097,-1.512909412,-0.278229743,-1.420173407,0.587794721,0.988740027,59.08451612700001,66
Moldova,Upper Middle Income,Europe & Central Asia,2020,4.161114426,8.691706477,4.845896739,21.3444127,0.485930447,1.607468924,13.35531389,3.819999933,14.5,70.166,1.77,17.9937706,-0.549642324,-0.514038086,-7.380182154,0.002466966,-0.467885017,-0.043545876,-0.348765284,0.98961997,59.051789470999985,67
Kyrgyz Republic,Lower Middle Income,Europe & Central Asia,2020,4.161114426,13.5743344,4.845896739,9.87500255,0.485930447,1.607468924,4.267982532,8.706000328,17.5,71.8,3.0,20.69095421,-1.099553704,-0.532788515,-8.398364296,-0.401575565,-0.935322285,-0.589001894,-0.458461434,0.998260021,58.426843534,68
Mongolia,Lower Middle Income,East Asia & Pacific,2020,4.161114426,12.9656563,4.845896739,13.6247127,0.485930447,1.607468924,4.260283183,7.010000229,15.4,72.141,2.9,12.45990181,-0.470110238,-0.368315816,-4.557751973,-0.060895607,-0.242895097,0.379003644,0.721719682,0.999824345,57.88409024600001,69
Vietnam,Lower Middle Income,East Asia & Pacific,2020,4.161114426,12.65539719,4.845896739,28.312713,0.485930447,1.607468924,8.427408549,2.390000105,20.9,75.378,1.955,14.4071703,-0.351731241,0.230213508,2.865411946,-0.223697126,-0.162950411,-1.378373265,-0.079572558,0.992589428,57.793536157000005,70
Tajikistan,Lower Middle Income,Europe & Central Asia,2020,4.161114426,23.96380108,4.845896739,11.1249145,0.485930447,1.607468924,3.236186745,7.583000183,32.3,67.994,3.237,17.77205086,-1.327855587,-0.706447482,4.400049702,-1.038092852,-1.225547194,-1.779734373,-0.506825924,0.992589428,56.120642662,71
Georgia,Upper Middle Income,Europe & Central Asia,2020,4.161114426,7.28866813,4.845896739,15.6243337,0.485930447,1.607468924,14.50160014,18.5,9.3,72.765,1.971,11.17018986,0.628455698,0.753325582,-6.760439817,1.011490703,0.243921533,0.057574667,-0.415690362,1.007069945,55.447215321,72
Nicaragua,Lower Middle Income,Latin America & Caribbean,2020,4.161114426,15.55997159,4.845896739,28.3119242,0.485930447,1.607468924,5.058359769,6.078000069,16.0,71.795,2.349,22.81999969,-1.160550714,-0.650465131,-1.789975444,-0.664049983,-1.184166193,-1.097631931,-0.602020741,0.992589428,54.929519013000004,73
"Micronesia, Fed. Sts.",Lower Middle Income,East Asia & Pacific,2020,4.161114426,22.10164216,4.845896739,25.4823756,0.485930447,1.607468924,5.558999701,7.684058763,24.7,70.674,2.754,14.25794627,0.872955918,0.18357487,-1.765415152,-0.959057033,0.208149508,1.131166816,1.079041481,0.992589428,52.306542546,74
Brunei Darussalam,High Income,East Asia & Pacific,2020,4.161114426,1.217502836,4.845896739,28.2807727,0.485930447,1.607468924,5.466523289,7.68200016,11.5,74.795,1.796,14.25794627,1.278217196,1.429679275,1.13357335,0.915989935,0.924954653,-0.930800736,1.182350636,1.018730044,52.022276829999996,75
Iran,Lower Middle Income,Middle East & North Africa,2020,4.161114426,12.21299811,4.845896739,33.8745975,0.485930447,1.607468924,7.107654162,12.16899967,12.9,74.832,1.708,23.13994026,-1.090523958,-0.993540883,3.330288459,-1.467172861,-0.867971539,-1.476734757,-1.697024345,1.030329943,52.000028362999984,76
Turkiye,Upper Middle Income,Europe & Central Asia,2020,4.161114426,6.668155022,4.845896739,22.6247801,0.485930447,1.607468924,8.182095467,13.10999966,9.5,75.85,1.917,9.380000114,-0.338743031,-0.127560288,1.940032245,-0.010028477,-0.408490777,-0.860242069,-1.136895299,0.977119982,51.55504607099999,77
Nepal,Lower Middle Income,South Asia,2020,4.161114426,22.18009019,4.845896739,21.3757027,0.485930447,1.607468924,6.039798624,4.723999977,28.2,69.246,2.055,15.00512505,-0.572755277,-0.939734459,-2.369620627,-0.702957332,-0.488593698,-0.08492022,-0.195006311,1.012269974,50.366376178999985,78
Samoa,Lower Middle Income,East Asia & Pacific,2020,4.161114426,9.536282216,4.845896739,25.8174498,0.485930447,1.607468924,5.014202331,9.149000168,17.0,72.768,3.997,16.21499062,0.74394232,0.652662158,-3.108444011,-0.154582724,1.022425175,0.816476583,1.157160163,0.992589428,48.28363723299999,79
Indonesia,Lower Middle Income,East Asia & Pacific,2020,4.161114426,13.70246601,4.845896739,27.8739402,0.485930447,1.607468924,6.709519116,4.28000021,23.0,68.808,2.194,19.15279961,-0.432469308,0.350167453,-2.065004941,0.228816181,-0.327540189,0.101115197,-0.448744029,0.992589428,48.01515706000001,80
Argentina,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,6.12846695,4.845896739,25.8744293,0.485930447,1.607468924,11.72745414,11.46000004,8.6,75.892,1.911,11.91689968,-0.140874103,-0.22428748,-9.943235134,-0.483492196,-0.473045349,0.588114679,-0.079213515,1.024260044,46.67900131799999,81
Armenia,Upper Middle Income,Europe & Central Asia,2020,4.161114426,11.34980516,4.845896739,16.4365106,0.485930447,1.607468924,12.40789654,21.20599937,10.9,72.173,1.575,8.82777977,0.020228101,-0.274477035,-7.2,0.251729071,-0.104187101,0.049051914,-0.760855317,1.031909943,46.245754018,82
Cambodia,Lower Middle Income,East Asia & Pacific,2020,4.161114426,22.69639521,4.845896739,32.9383182,0.485930447,1.607468924,5.272591665,0.331,25.7,70.416,2.381,17.16835022,-1.250048399,-0.392002016,-3.096006731,-0.618000269,-0.944914877,-1.357066512,-0.233859465,1.000290036,45.90279360399999,83
Peru,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,7.70251043,4.845896739,27.3748917,0.485930447,1.607468924,8.252534563,7.179999828,12.8,73.665,2.216,15.92708969,-0.503286481,-0.263935298,-10.95269893,0.485563755,-0.379240245,0.249568805,-0.355914146,0.94964999,43.79733354700001,84
Mauritius,Upper Middle Income,Sub-Saharan Africa,2020,4.161114426,3.143808683,4.845896739,26.4681827,0.485930447,1.607468924,11.78311447,7.407000065,16.5,74.17707317,1.44,16.11787987,0.465649992,0.884526432,-14.59739843,1.190632105,0.925534308,0.705323219,0.882638097,0.992589428,43.447571521,85
Guatemala,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,9.895883212,4.845896739,28.5616807,0.485930447,1.607468924,4.850582586,3.552999973,23.6,71.797,2.484,21.1411705,-1.114614367,-0.686632514,-1.764082926,-0.255781114,-1.080363274,-0.376560003,-0.418793201,0.980570018,43.361081185999986,86
Honduras,Lower Middle Income,Latin America & Caribbean,2020,4.161114426,12.11718092,4.845896739,28.3111216,0.485930447,1.607468924,4.117187885,8.373000145,16.2,71.462,2.394,24.25477028,-0.968091071,-0.61373055,-8.964760184,-0.481727391,-0.992642999,-0.617987692,-0.468581647,0.992589428,43.149468176,87
Timor-Leste,Lower Middle Income,East Asia & Pacific,2020,4.161114426,13.14893998,4.845896739,29.5620354,0.485930447,1.607468924,5.372059123,4.90500021,42.3,68.475,3.247,6.956636906,-0.318606943,-0.764207602,31.91448717,-0.765879154,-1.168607473,0.373521179,0.179215446,1.032297611,43.012203575,88
Barbados,High Income,Latin America & Caribbean,2020,4.161114426,1.488719551,4.845896739,29.6377717,0.485930447,1.607468924,15.15623831,10.37699986,12.2,77.393,1.628,11.49349022,1.222869277,0.482354999,-13.31102153,0.480148494,0.3313151,1.129210949,1.1284163,1.000079989,42.743433040999996,89
Marshall Islands,Upper Middle Income,East Asia & Pacific,2020,4.161114426,20.25757646,4.845896739,25.76484716,0.485930447,1.607468924,3.911225771,7.684058763,30.7,71.94023987,2.71318913,16.16671944,0.082544975,-1.40530467,-1.841596424,-1.105991483,0.089149415,1.138521671,0.630994618,1.026309967,42.619677499000005,90
Belize,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,8.387004808,4.845896739,28.1563674,0.485930447,1.607468924,4.805650758,8.461999893,11.7,72.854,1.999,21.52098083,-0.168403774,-0.568718016,-13.40295909,-0.536648393,-0.802425146,0.525966644,0.517693102,0.990760028,42.39691740000001,91
Syrian Arab Republic,Low Income,Middle East & North Africa,2020,4.161114426,36.63334674,4.845896739,33.938596,0.485930447,1.607468924,4.551174166,10.25699997,22.4,72.14,2.798,14.25794627,-1.71819663,-1.732112169,-3.873681686,-1.871617794,-2.0702281,-1.932427526,-2.708137989,0.992589428,41.86644168200001,92
Seychelles,High Income,Sub-Saharan Africa,2020,4.161114426,2.104801174,4.845896739,26.1090128,0.485930447,1.607468924,7.638112385,7.684058763,13.9,77.23658537,2.29,9.168009758,1.420243263,0.727294028,-7.692672469,0.036895283,0.279145181,0.486793607,0.728249848,1.06061995,41.802388757,93
Ecuador,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,9.842730756,4.845896739,27.3782943,0.485930447,1.607468924,7.544158372,6.110000134,13.0,72.153,2.051,11.51441956,-0.482272625,-0.44602558,-7.787607091,-0.853850186,-0.523896456,-0.012035531,-0.269370615,1.022969961,41.754309073,94
Sao Tome and Principe,Lower Middle Income,Sub-Saharan Africa,2020,4.161114426,14.22842524,4.845896739,25.7793901,0.485930447,1.607468924,3.788630678,15.74600029,16.1,67.785,3.893,16.12594032,0.144833297,-0.691931129,3.024567669,-0.956708252,-0.677376807,0.372656345,0.501609564,0.992589428,41.711228905,95
Qatar,High Income,Middle East & North Africa,2020,4.161114426,0.338750394,4.845896739,39.4688118,0.485930447,1.607468924,1.255821199,0.214000002,5.8,79.099,1.816,9.319160461,0.780476272,0.900529683,-3.640449798,0.852749884,0.99586314,-1.287953496,0.68641001,0.992589428,41.585518317000016,96
Jamaica,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,8.68323599,4.845896739,28.0602486,0.485930447,1.607468924,7.042547153,9.479999542,13.3,71.869,1.358,14.25794627,-0.02252797,0.562295675,-10.0,0.056574035,-0.210304037,0.628351092,0.257825643,0.992589428,40.510668079000006,97
St. Vincent and the Grenadines,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,8.567731627,4.845896739,25.2802306,0.485930447,1.607468924,10.67498148,21.00200081,14.1,72.126,1.814,13.0,0.829116225,0.308486879,-5.31264623,0.349469513,0.619265139,0.911126912,1.037565231,0.992589428,40.49883773600001,98
Trinidad and Tobago,High Income,Latin America & Caribbean,2020,4.161114426,1.170308641,4.845896739,27.219841,0.485930447,1.607468924,10.67442744,4.56799984,16.6,74.406,1.631,11.76790047,-0.137706757,0.209754735,-7.678331161,-0.164304674,-0.152446568,0.645325541,0.12158145,0.992589428,40.427640647000004,99
Grenada,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,4.903060464,4.845896739,26.0313721,0.485930447,1.607468924,9.685597147,7.684058763,16.4,74.924,2.023,14.25794627,0.386904538,0.028252639,-13.75592945,-0.114809208,0.353859246,0.690307081,1.037565231,0.992589428,39.84229546500001,100
Bahrain,High Income,Middle East & North Africa,2020,4.161114426,0.312874196,4.845896739,36.5292174,0.485930447,1.607468924,3.197122918,1.781000018,6.8,79.174,1.832,9.366903305,-0.069731437,0.421904832,-4.935854979,0.626398087,0.484862119,-1.453997374,-0.617841721,0.992589428,39.148394898000014,101
Brazil,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,5.893246266,4.845896739,29.0605651,0.485930447,1.607468924,9.290755128,13.68999958,14.7,74.009,1.649,14.25794627,-0.407126695,-0.43761009,-3.878676334,-0.097242095,-0.209849343,0.295445383,-0.431489855,1.006489992,38.782706888999996,102
Colombia,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,7.390867702,4.845896739,28.6211616,0.485930447,1.607468924,8.472310762,15.03999996,13.2,74.769,1.737,14.74662971,-0.229837,0.038009625,-7.048151208,0.239718243,-0.478833377,0.145201325,-0.663913071,1.006790042,38.381014134999994,103
Antigua and Barbuda,High Income,Latin America & Caribbean,2020,4.161114426,2.214197678,4.845896739,28.7617667,0.485930447,1.607468924,9.804778555,7.684058763,6.4,78.841,1.569,8.94178009,0.271396458,-0.15545781,-20.19237057,0.512654901,0.447086126,0.745885134,0.940669954,0.992589428,37.54076742299999,104
Tuvalu,Upper Middle Income,East Asia & Pacific,2020,4.161114426,10.77149544,4.845896739,28.78,0.485930447,1.607468924,5.994218087,7.684058763,22.0,64.382,3.188,14.25794627,0.502488673,-0.539141238,1.515151515,-0.398451,0.666828394,1.178223729,1.188146591,1.012269974,37.47050061400001,105
Paraguay,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,11.08346079,4.845896739,31.1871914,0.485930447,1.607468924,6.162234398,7.550000191,18.9,73.182,2.497,9.843669891,-0.838050485,-0.538141966,-0.819785391,-0.125313103,-0.41182974,0.04861623,0.021052759,0.992589428,37.057694162000004,106
United Arab Emirates,High Income,Middle East & North Africa,2020,4.161114426,0.963890713,4.845896739,43.8134821,0.485930447,1.607468924,1.653975665,3.187999964,6.6,78.946,1.46,11.70623016,1.111247301,1.316968679,-4.957052437,1.085910559,0.909197748,-1.178465247,0.620475769,1.010470033,36.718749820999975,107
Palau,Upper Middle Income,East Asia & Pacific,2020,4.161114426,3.453751489,4.845896739,26.75251,0.485930447,1.607468924,9.153127087,7.684058763,16.9,71.94023987,2.71318913,14.25794627,-0.467435479,-0.052545074,-9.107206884,0.058221836,-0.187905729,1.082240701,0.93096453,1.039059997,36.64208366299999,108
Saudi Arabia,High Income,Middle East & North Africa,2020,4.161114426,2.541905099,4.845896739,40.8127803,0.485930447,1.607468924,2.396632907,7.449999809,7.0,76.239,2.465,19.05945015,0.265087098,0.139777943,-4.137670376,0.263433009,0.236308724,-1.609173536,-0.617465675,0.974160016,36.615048191999996,109
El Salvador,Lower Middle Income,Latin America & Caribbean,2020,4.161114426,5.454174609,4.845896739,31.6857165,0.485930447,1.607468924,8.103770843,6.248000145,12.9,71.061,1.819,13.09288979,-0.556218147,-0.233797476,-8.177217438,-0.070105426,-0.751098216,0.072548799,-0.121829323,0.992589428,34.80537374000001,110
Bangladesh,Lower Middle Income,South Asia,2020,4.161114426,11.99968648,4.845896739,27.1556235,0.485930447,1.607468924,5.632962584,5.413000107,29.1,71.968,2.003,10.38743782,-0.979526103,-0.755047262,3.448021455,-0.904267788,-0.560531855,-0.769074321,-0.922474504,1.145879984,34.61082582500001,111
Mexico,Upper Middle Income,Latin America & Caribbean,2020,4.161114426,3.795554611,4.845896739,32.3748178,0.485930447,1.607468924,8.021236699,4.449999809,13.7,70.133,1.905,14.25794627,-0.902077496,-0.24266322,-7.98791234,0.002554335,-0.647769392,-0.025030326,-0.856381536,1.054100037,32.76412297499999,112
Morocco,Lower Middle Income,Middle East & North Africa,2020,4.161114426,10.66417683,4.845896739,32.6254196,0.485930447,1.607468924,7.15127379,11.45400047,18.7,73.92,2.353,14.81814957,-0.42034483,-0.088720001,-7.187079581,-0.035005618,-0.191629991,-0.599163711,-0.353218377,0.96221,32.099610953,113
Philippines,Lower Middle Income,East Asia & Pacific,2020,4.161114426,10.18531103,4.845896739,28.4372098,0.485930447,1.607468924,5.222187319,2.519999981,26.4,72.119,2.777,15.54809093,-0.488711298,0.099493481,-9.518294741,0.127725735,-0.625838637,-0.104530483,-0.753126085,1.023869872,31.292350283999994,114
